freelancer_id,hourly_rate,experience_years,rating,completed_projects,on_time_delivery_rate,response_time_hours,profile_views,repeat_client_rate,skill_category,country,english_level,availability,platform_badge,cluster,cluster_name,pc1,pc2
2572,34.33,4.4,4.63,95,89.5,9.5,2522,29.4,graphic_design,Guatemala,intermediate,part_time,none,2,Bajo response time hours / Alto on time delivery rate,0.4799988359933033,-0.8473444108578544
2573,44.06,6.9,4.64,46,92.7,3.6,2283,49.5,mobile_development,Guatemala,native,part_time,expert_vetted,2,Bajo response time hours / Alto on time delivery rate,1.115021266224556,-0.9415884690716133
2574,21.43,1.4,3.75,19,70.2,39.5,1005,24.4,customer_support,Costa Rica,native,limited,rising_talent,0,Bajo on time delivery rate / Bajo rating,-2.2562841253745454,0.3493568964919675
2575,88.91,7.4,5.0,321,99.4,1.9,9437,71.8,customer_support,Colombia,advanced,weekends,rising_talent,1,Alto completed projects / Alto experience years,5.083068645613813,1.0994061832065583
2576,18.83,0.3,4.22,27,75.4,44.1,825,17.2,customer_support,Chile,intermediate,part_time,top_rated,0,Bajo on time delivery rate / Bajo rating,-2.146513601759507,-0.13641510004969337
2577,26.19,4.5,4.36,40,83.8,4.6,1765,29.2,web_development,Colombia,intermediate,full_time,none,2,Bajo response time hours / Alto on time delivery rate,-0.26350776422271277,-1.0243426294295155
2578,68.48,11.6,4.64,350,97.4,2.6,6499,73.9,graphic_design,Argentina,intermediate,limited,none,1,Alto completed projects / Alto experience years,4.603584322726895,1.0939355102049069
2579,68.37,7.2,4.91,292,98.5,2.5,5592,87.0,digital_marketing,Argentina,intermediate,full_time,rising_talent,1,Alto completed projects / Alto experience years,4.172880051205184,0.22714273604818247
2580,58.47,9.6,4.61,321,92.1,5.8,4637,81.6,data_analysis,Mexico,intermediate,part_time,none,1,Alto completed projects / Alto experience years,3.7344250276834674,0.7186783705121301
2581,33.97,3.9,3.12,68,77.2,45.3,2380,4.3,customer_support,Guatemala,intermediate,part_time,none,0,Bajo on time delivery rate / Bajo rating,-2.0313119961461616,1.6317315030694
2582,36.13,3.1,4.44,41,87.4,5.8,1282,32.8,mobile_development,Colombia,intermediate,full_time,none,2,Bajo response time hours / Alto on time delivery rate,-0.15866513315236755,-1.1253600157310417
2583,75.32,7.4,4.9,100,94.8,5.4,2070,79.6,customer_support,El Salvador,advanced,part_time,expert_vetted,1,Alto completed projects / Alto experience years,2.4848524501190363,-0.42139296044285096
2584,16.24,1.3,4.25,25,78.0,14.1,1267,13.9,mobile_development,Peru,intermediate,full_time,top_rated,0,Bajo on time delivery rate / Bajo rating,-1.504346525834476,-1.0286040397078535
2585,29.99,3.6,4.56,37,87.9,14.9,1041,19.2,customer_support,Chile,intermediate,weekends,rising_talent,2,Bajo response time hours / Alto on time delivery rate,-0.5400926890300844,-1.1030563524786416
2586,53.18,4.3,3.2,33,51.4,29.1,1335,19.5,data_analysis,Argentina,advanced,weekends,none,0,Bajo on time delivery rate / Bajo rating,-2.244748576766914,1.8741526663342847
2587,21.59,6.3,4.65,84,87.3,11.2,3294,20.7,web_development,Colombia,intermediate,full_time,top_rated,2,Bajo response time hours / Alto on time delivery rate,0.3514194345671905,-0.7950628591313881
2588,62.84,13.5,4.81,317,90.6,1.0,5847,46.0,web_development,Costa Rica,intermediate,full_time,none,1,Alto completed projects / Alto experience years,3.8910038301358227,0.9462011994048316
2589,50.15,8.5,3.26,81,51.9,57.4,2629,9.4,customer_support,Chile,advanced,weekends,rising_talent,0,Bajo on time delivery rate / Bajo rating,-2.0075210403608232,3.161260107029245
2590,20.75,2.0,3.93,13,67.0,38.4,581,10.0,customer_support,Colombia,advanced,part_time,none,0,Bajo on time delivery rate / Bajo rating,-2.515723875666227,0.25208503944144495
2591,38.32,4.2,4.59,57,91.2,6.5,1927,46.3,digital_marketing,Peru,native,full_time,expert_vetted,2,Bajo response time hours / Alto on time delivery rate,0.5923920547768213,-1.1122239146301136
2592,64.22,12.1,4.87,222,90.1,5.0,6829,86.6,data_analysis,Peru,intermediate,limited,top_rated,1,Alto completed projects / Alto experience years,4.178432518434145,0.7774323115968552
2593,28.29,5.6,4.24,111,83.5,10.0,1274,29.0,mobile_development,Mexico,advanced,full_time,none,2,Bajo response time hours / Alto on time delivery rate,-0.060009829795893,-0.5012181950626728
2594,12.97,0.3,3.75,24,74.5,46.1,922,3.8,machine_learning,Guatemala,native,full_time,none,0,Bajo on time delivery rate / Bajo rating,-2.808481779652918,0.20594434712608933
2595,11.81,0.0,3.57,12,74.0,24.1,674,12.4,machine_learning,Peru,advanced,weekends,rising_talent,0,Bajo on time delivery rate / Bajo rating,-2.5694701070347,-0.3694860405886585
2596,31.92,6.9,4.25,32,86.7,8.6,1648,28.0,graphic_design,Argentina,intermediate,full_time,none,2,Bajo response time hours / Alto on time delivery rate,-0.08461121243564795,-0.6622805966513499
2597,44.71,2.7,3.17,67,66.0,64.6,2597,16.8,mobile_development,El Salvador,intermediate,weekends,none,0,Bajo on time delivery rate / Bajo rating,-2.3587966023867057,2.52158796184047
2598,20.25,0.9,3.99,1,86.9,37.0,611,3.6,mobile_development,Guatemala,native,weekends,none,0,Bajo on time delivery rate / Bajo rating,-2.1780251965515616,-0.5000115782043992
2599,21.4,3.4,4.71,80,87.6,8.2,2578,17.2,copywriting,Guatemala,intermediate,part_time,top_rated,2,Bajo response time hours / Alto on time delivery rate,-0.03701835487043185,-1.237965924210074
2600,41.37,4.9,4.57,111,84.8,10.7,1620,54.2,machine_learning,Guatemala,advanced,part_time,none,2,Bajo response time hours / Alto on time delivery rate,0.7767228767715189,-0.5546556172084941
2601,10.08,1.8,4.34,15,65.4,35.4,871,13.3,graphic_design,Chile,advanced,full_time,top_rated,0,Bajo on time delivery rate / Bajo rating,-2.2943525423579407,-0.33789250244198576
2602,43.85,5.8,3.32,27,59.8,31.7,1279,10.0,web_development,El Salvador,basic,full_time,top_rated,0,Bajo on time delivery rate / Bajo rating,-2.1556561624820976,1.5416717680824719
2603,44.7,3.1,4.69,49,93.9,13.4,1265,23.6,data_analysis,Mexico,advanced,full_time,rising_talent,2,Bajo response time hours / Alto on time delivery rate,0.038198625630333334,-1.1067151131467914
2604,21.65,3.1,4.3,93,84.6,6.8,3122,48.3,data_analysis,Argentina,intermediate,full_time,none,2,Bajo response time hours / Alto on time delivery rate,0.3132222516189209,-0.8016439516392856
2605,36.75,3.7,4.69,52,91.2,7.9,1625,37.8,data_analysis,Argentina,basic,full_time,top_rated,2,Bajo response time hours / Alto on time delivery rate,0.33994581258581547,-1.253426021206797
2606,32.82,3.3,4.34,99,93.2,3.3,2355,51.1,digital_marketing,Chile,advanced,part_time,none,2,Bajo response time hours / Alto on time delivery rate,0.7490211686326077,-1.002448248282706
2607,48.25,7.8,4.9,210,99.1,4.5,7226,68.2,data_analysis,Colombia,intermediate,weekends,top_rated,1,Alto completed projects / Alto experience years,3.5322599181051757,-0.055548741342035385
2608,15.01,3.0,4.36,4,79.7,41.4,436,14.0,data_analysis,Costa Rica,native,full_time,rising_talent,0,Bajo on time delivery rate / Bajo rating,-1.9190728326726885,-0.4737995036650642
2609,14.68,1.4,3.64,18,68.8,10.1,444,22.4,copywriting,Peru,advanced,part_time,rising_talent,0,Bajo on time delivery rate / Bajo rating,-2.1095702277632786,-0.5417467107739744
2610,17.07,1.5,4.12,21,81.1,16.7,286,25.0,copywriting,Mexico,advanced,full_time,none,0,Bajo on time delivery rate / Bajo rating,-1.5100976867787688,-1.0349681332094185
2611,34.74,5.4,4.31,44,91.6,10.9,767,40.3,digital_marketing,Peru,advanced,limited,none,2,Bajo response time hours / Alto on time delivery rate,0.06494768627896468,-0.9118945167495387
2612,34.98,3.2,4.21,76,85.3,6.4,1674,39.9,customer_support,El Salvador,basic,full_time,none,2,Bajo response time hours / Alto on time delivery rate,-0.020290249696686188,-0.7359985637332501
2613,66.13,8.4,4.85,264,97.4,2.8,7820,74.7,mobile_development,Guatemala,basic,part_time,verified,1,Alto completed projects / Alto experience years,4.238181492247427,0.5775130523036237
2614,35.05,6.1,4.6,72,94.2,4.3,1657,39.9,mobile_development,Colombia,native,part_time,none,2,Bajo response time hours / Alto on time delivery rate,0.7777917128834823,-1.1387783323268077
2615,25.39,5.0,4.27,65,94.6,13.6,1191,21.0,mobile_development,Chile,advanced,part_time,none,2,Bajo response time hours / Alto on time delivery rate,-0.239251590971615,-0.9339764572869965
2616,38.55,6.2,4.73,66,95.2,5.2,943,15.3,web_development,Costa Rica,advanced,weekends,none,2,Bajo response time hours / Alto on time delivery rate,0.3342901480607046,-1.2869113332882918
2617,33.08,7.0,4.38,91,84.4,14.6,2588,16.7,machine_learning,Colombia,intermediate,full_time,none,2,Bajo response time hours / Alto on time delivery rate,0.09880059303669558,-0.21062334890873574
2618,10.65,2.2,3.91,28,85.2,16.0,1684,16.7,mobile_development,Costa Rica,basic,part_time,none,0,Bajo on time delivery rate / Bajo rating,-1.384401452290758,-0.8431498802130052
2619,17.47,1.3,4.18,6,87.4,47.8,263,10.6,graphic_design,El Salvador,advanced,limited,none,0,Bajo on time delivery rate / Bajo rating,-2.125706149751863,-0.41653004318631937
2620,22.39,6.6,4.37,81,88.7,7.4,2452,30.2,machine_learning,Argentina,advanced,part_time,expert_vetted,2,Bajo response time hours / Alto on time delivery rate,0.3322367644662435,-0.783708402590776
2621,37.28,5.3,3.43,93,77.0,36.0,2964,10.1,data_analysis,Colombia,advanced,full_time,rising_talent,0,Bajo on time delivery rate / Bajo rating,-1.1985924351355763,1.39236835986083
2622,49.36,4.5,3.79,62,67.7,37.6,2219,3.9,digital_marketing,Chile,intermediate,part_time,none,0,Bajo on time delivery rate / Bajo rating,-1.560369646856747,1.36358877397073
2623,43.48,3.6,4.52,109,84.9,6.6,1797,31.3,machine_learning,Mexico,intermediate,part_time,none,2,Bajo response time hours / Alto on time delivery rate,0.33514768094425795,-0.6558034515268633
2624,92.13,7.4,4.89,183,96.1,2.8,5256,43.7,mobile_development,Colombia,advanced,part_time,none,1,Alto completed projects / Alto experience years,3.088954569379103,0.45684527554544135
2625,45.0,4.5,4.38,48,88.8,7.9,1607,34.8,machine_learning,Argentina,advanced,full_time,top_rated,2,Bajo response time hours / Alto on time delivery rate,0.1847844432720606,-0.726394282654328
2626,77.53,10.3,4.67,97,96.9,3.7,2171,55.0,web_development,Costa Rica,advanced,full_time,none,1,Alto completed projects / Alto experience years,2.302163525094984,-0.08648042296074462
2627,31.8,3.5,3.69,31,68.2,19.4,937,15.6,copywriting,Chile,intermediate,full_time,none,0,Bajo on time delivery rate / Bajo rating,-1.8089228840755647,0.2486454513428467
2628,51.72,7.9,4.68,300,98.6,6.0,6659,64.7,mobile_development,Mexico,advanced,part_time,verified,1,Alto completed projects / Alto experience years,3.6733541574811754,0.4563688368867425
2629,12.26,1.5,3.77,16,66.1,32.5,1059,12.8,machine_learning,Chile,intermediate,full_time,top_rated,0,Bajo on time delivery rate / Bajo rating,-2.561526589707773,0.08691817411134997
2630,14.83,5.7,3.7,40,60.3,50.3,691,14.3,graphic_design,Costa Rica,intermediate,full_time,none,0,Bajo on time delivery rate / Bajo rating,-2.543679928857071,1.1616238967570611
2631,8.8,2.1,3.6,5,76.3,14.3,313,20.1,graphic_design,El Salvador,advanced,full_time,top_rated,0,Bajo on time delivery rate / Bajo rating,-2.1272059134509558,-0.6948619330728137
2632,34.92,6.5,3.0,58,52.2,64.3,1990,2.3,machine_learning,Mexico,advanced,full_time,none,0,Bajo on time delivery rate / Bajo rating,-3.0040456709961725,3.008542450163872
2633,22.42,3.2,4.78,33,88.4,11.6,1352,22.2,graphic_design,Colombia,intermediate,full_time,none,2,Bajo response time hours / Alto on time delivery rate,-0.37999925923511924,-1.5284966527320214
2634,92.75,8.4,4.94,126,98.3,3.2,2581,43.7,machine_learning,Mexico,advanced,part_time,none,1,Alto completed projects / Alto experience years,2.544477125503087,-0.05487281914543909
2635,33.3,9.1,2.99,85,69.5,37.7,2389,13.9,mobile_development,Peru,intermediate,limited,none,0,Bajo on time delivery rate / Bajo rating,-1.4627186336063724,2.0913661237719667
2636,13.63,0.6,3.62,5,65.8,42.0,306,15.3,web_development,Peru,advanced,weekends,verified,0,Bajo on time delivery rate / Bajo rating,-3.0232765837838715,0.31299823264058324
2637,11.1,0.4,4.03,29,69.7,42.9,1032,23.5,digital_marketing,Guatemala,intermediate,part_time,rising_talent,0,Bajo on time delivery rate / Bajo rating,-2.337003710542365,0.011403489464849554
2638,35.79,4.7,4.4,55,89.9,5.9,1578,30.4,customer_support,Chile,intermediate,full_time,top_rated,2,Bajo response time hours / Alto on time delivery rate,0.1101758532084398,-0.961835227138064
2639,12.84,1.1,3.75,43,48.4,25.6,768,7.5,machine_learning,Argentina,advanced,part_time,none,0,Bajo on time delivery rate / Bajo rating,-2.9984058887450424,0.40216771629769377
2640,45.61,3.0,3.11,86,74.8,38.0,2991,16.8,digital_marketing,Costa Rica,advanced,part_time,none,0,Bajo on time delivery rate / Bajo rating,-1.5143647121453478,1.7592405826457664
2641,9.48,1.9,4.04,9,69.9,10.1,777,10.6,web_development,Costa Rica,advanced,weekends,none,0,Bajo on time delivery rate / Bajo rating,-2.0427522441204187,-0.9496740070621644
2642,28.73,4.8,4.41,120,90.1,5.1,3835,47.6,web_development,Chile,intermediate,weekends,top_rated,2,Bajo response time hours / Alto on time delivery rate,1.0561710981472447,-0.6626960985885423
2643,78.68,14.3,4.85,225,99.9,6.1,5828,73.7,customer_support,Colombia,basic,weekends,none,1,Alto completed projects / Alto experience years,4.4308566042310105,0.8878704847569381
2644,35.9,5.4,3.87,34,57.7,54.4,1052,4.5,digital_marketing,Chile,advanced,full_time,rising_talent,0,Bajo on time delivery rate / Bajo rating,-2.4722104580852378,1.5913809786958613
2645,50.75,14.3,4.97,231,93.4,1.5,4635,54.8,web_development,Guatemala,basic,full_time,none,1,Alto completed projects / Alto experience years,3.531931810924246,0.1721585826078435
2646,34.57,4.2,4.32,65,87.9,14.9,1023,20.4,mobile_development,Costa Rica,advanced,part_time,rising_talent,2,Bajo response time hours / Alto on time delivery rate,-0.42136344807461645,-0.6788879140459376
2647,15.29,0.5,3.79,34,67.7,37.0,612,17.3,machine_learning,Guatemala,intermediate,part_time,none,0,Bajo on time delivery rate / Bajo rating,-2.546908592623638,0.15269672165537163
2648,24.19,4.5,4.4,50,91.3,4.0,1159,25.2,web_development,Peru,intermediate,part_time,none,2,Bajo response time hours / Alto on time delivery rate,-0.16495482473501596,-1.3404378594001312
2649,49.81,9.0,4.99,98,93.5,4.8,2591,67.7,mobile_development,Argentina,advanced,full_time,none,1,Alto completed projects / Alto experience years,2.2212765526809304,-0.7896085845105923
2650,22.58,6.0,4.78,94,84.3,10.6,1964,41.1,graphic_design,Guatemala,advanced,limited,none,2,Bajo response time hours / Alto on time delivery rate,0.5187599386264451,-1.0081898502992905
2651,13.72,2.8,3.93,17,75.7,41.0,424,10.8,copywriting,Guatemala,advanced,part_time,verified,0,Bajo on time delivery rate / Bajo rating,-2.3204353444308183,0.0031732673389660866
2652,25.15,8.1,3.79,78,64.2,26.4,2019,9.4,machine_learning,Mexico,basic,full_time,top_rated,0,Bajo on time delivery rate / Bajo rating,-1.3064037471819916,0.9530967221485755
2653,50.35,8.9,4.87,158,93.2,3.3,6101,40.6,machine_learning,Peru,advanced,part_time,rising_talent,1,Alto completed projects / Alto experience years,2.5879830099215626,-0.08053154541998121
2654,19.75,2.4,3.98,23,69.3,42.5,1601,20.6,copywriting,Argentina,basic,full_time,none,0,Bajo on time delivery rate / Bajo rating,-2.0545927858954687,0.38658846992622126
2655,17.39,0.7,3.55,34,71.7,14.0,1604,11.9,graphic_design,Mexico,advanced,full_time,rising_talent,0,Bajo on time delivery rate / Bajo rating,-2.093485070772001,-0.23793284627138528
2656,41.11,6.5,4.55,29,90.4,15.7,1195,26.7,digital_marketing,Guatemala,advanced,full_time,expert_vetted,2,Bajo response time hours / Alto on time delivery rate,0.050384494718793665,-0.733671603753821
2657,12.33,1.5,4.22,31,69.8,34.5,1347,7.7,copywriting,Costa Rica,intermediate,full_time,top_rated,0,Bajo on time delivery rate / Bajo rating,-2.1805728743836013,-0.24263609544862053
2658,24.09,4.5,4.64,54,84.3,9.2,1538,21.7,web_development,Argentina,advanced,full_time,none,2,Bajo response time hours / Alto on time delivery rate,-0.27662652112688735,-1.168510814264977
2659,47.01,10.3,4.91,135,99.2,2.9,1615,74.3,machine_learning,Argentina,intermediate,full_time,top_rated,1,Alto completed projects / Alto experience years,2.568503013375329,-0.8960212512789655
2660,37.38,3.3,4.58,80,82.5,7.6,1674,43.8,web_development,Colombia,advanced,part_time,none,2,Bajo response time hours / Alto on time delivery rate,0.24796743087634948,-0.8529290234513293
2661,67.07,12.8,4.69,207,95.3,1.5,3418,88.5,data_analysis,Argentina,intermediate,full_time,rising_talent,1,Alto completed projects / Alto experience years,3.734040676967126,0.31525343512648274
2662,82.48,8.1,4.65,135,97.4,3.0,1380,59.1,digital_marketing,El Salvador,advanced,weekends,rising_talent,1,Alto completed projects / Alto experience years,2.2812893428839476,-0.1709448830501636
2663,60.6,9.2,4.99,258,97.9,3.9,9024,55.3,data_analysis,Costa Rica,intermediate,full_time,none,1,Alto completed projects / Alto experience years,4.1622861489092955,0.5735950962766152
2664,31.84,5.9,4.21,107,89.3,10.9,1775,23.9,copywriting,El Salvador,intermediate,limited,none,2,Bajo response time hours / Alto on time delivery rate,0.12611443023287308,-0.4690278819542436
2665,30.84,5.1,4.78,111,93.1,6.4,1688,17.7,graphic_design,Chile,intermediate,full_time,rising_talent,2,Bajo response time hours / Alto on time delivery rate,0.46890373726791834,-1.2492397575197167
2666,39.54,4.7,4.48,58,91.7,3.4,1631,52.6,machine_learning,Argentina,basic,full_time,rising_talent,2,Bajo response time hours / Alto on time delivery rate,0.7149129676324885,-1.0959665276396446
2667,24.75,6.6,4.66,100,92.3,9.8,1052,54.8,web_development,Argentina,intermediate,part_time,none,2,Bajo response time hours / Alto on time delivery rate,0.8743786857798658,-1.138470956767322
2668,30.31,5.3,4.64,50,89.9,15.7,2330,37.2,customer_support,Colombia,native,part_time,top_rated,2,Bajo response time hours / Alto on time delivery rate,0.32982786730190405,-0.8474088142018102
2669,72.92,11.5,4.75,186,96.6,2.3,1838,74.4,data_analysis,Argentina,intermediate,part_time,none,1,Alto completed projects / Alto experience years,3.129780593903567,0.03807572150530603
2670,15.05,0.2,4.15,34,75.5,10.5,1667,13.8,graphic_design,Costa Rica,native,full_time,top_rated,0,Bajo on time delivery rate / Bajo rating,-1.5869161345434535,-1.011286654659943
2671,12.74,0.1,4.03,27,76.1,12.8,1187,14.2,mobile_development,Peru,native,full_time,verified,0,Bajo on time delivery rate / Bajo rating,-1.830141576609715,-1.0042190327855736
2672,45.42,9.0,3.96,28,71.0,52.9,911,10.3,copywriting,Argentina,advanced,full_time,top_rated,0,Bajo on time delivery rate / Bajo rating,-1.5049369426878922,1.5418539150653157
2673,21.25,2.3,3.54,11,79.5,40.9,555,11.5,graphic_design,Argentina,native,weekends,none,0,Bajo on time delivery rate / Bajo rating,-2.400672428369589,0.3091594724037939
2674,21.61,5.3,4.43,29,95.9,6.6,671,54.3,digital_marketing,Chile,intermediate,limited,verified,2,Bajo response time hours / Alto on time delivery rate,0.31299932127355634,-1.561130916327107
2675,21.82,0.6,3.88,19,77.6,21.7,1127,9.6,machine_learning,Mexico,intermediate,part_time,rising_talent,0,Bajo on time delivery rate / Bajo rating,-1.988789871666495,-0.4581909876853091
2676,67.96,10.3,4.88,176,96.1,5.6,3119,56.6,web_development,Costa Rica,intermediate,full_time,none,1,Alto completed projects / Alto experience years,2.820532720800595,-0.016532483807790307
2677,33.72,5.6,4.77,78,87.7,12.2,2761,42.0,machine_learning,Mexico,native,full_time,none,2,Bajo response time hours / Alto on time delivery rate,0.7576277140248159,-0.8147518974835887
2678,31.32,5.9,4.73,71,89.9,11.9,1091,26.1,mobile_development,El Salvador,intermediate,full_time,top_rated,2,Bajo response time hours / Alto on time delivery rate,0.1933702862357269,-1.0860483041358977
2679,18.62,2.7,3.84,19,68.0,20.1,1094,2.1,web_development,Colombia,basic,full_time,top_rated,0,Bajo on time delivery rate / Bajo rating,-2.234455638677424,-0.15026806974749285
2680,39.74,5.4,4.53,34,94.8,12.9,1094,43.9,mobile_development,Colombia,advanced,part_time,rising_talent,2,Bajo response time hours / Alto on time delivery rate,0.39712352049491384,-0.9947163660441326
2681,40.49,6.8,4.38,87,85.6,11.1,1994,32.5,machine_learning,Peru,intermediate,part_time,top_rated,2,Bajo response time hours / Alto on time delivery rate,0.42331325299592104,-0.29959359793498785
2682,50.08,13.6,4.79,81,98.7,6.9,3071,77.3,data_analysis,Argentina,basic,part_time,none,1,Alto completed projects / Alto experience years,2.838145398437042,-0.3498664896648345
2683,29.18,4.2,4.42,30,82.9,15.2,806,29.9,machine_learning,Argentina,advanced,full_time,expert_vetted,2,Bajo response time hours / Alto on time delivery rate,-0.6105557620363968,-0.8770591945824636
2684,78.32,12.4,4.9,254,93.9,7.1,4207,56.9,digital_marketing,Mexico,basic,full_time,rising_talent,1,Alto completed projects / Alto experience years,3.646289222116528,0.7563110469296628
2685,91.41,13.6,4.76,114,96.6,2.4,1685,44.0,graphic_design,Chile,intermediate,full_time,top_rated,1,Alto completed projects / Alto experience years,2.6717051794791207,0.2873285030244789
2686,49.57,7.7,4.69,278,98.7,7.8,8438,56.4,machine_learning,Guatemala,intermediate,part_time,rising_talent,1,Alto completed projects / Alto experience years,3.67002126884937,0.6019424104092811
2687,8.3,0.6,4.28,35,68.6,33.9,1100,16.0,machine_learning,Guatemala,advanced,weekends,verified,0,Bajo on time delivery rate / Bajo rating,-2.177596162144427,-0.44721751627524725
2688,50.77,10.7,4.73,98,92.9,3.0,1687,41.0,customer_support,Chile,intermediate,part_time,rising_talent,2,Bajo response time hours / Alto on time delivery rate,1.627654505219125,-0.557435026015607
2689,15.89,0.7,3.91,4,84.9,16.0,741,19.1,digital_marketing,Chile,intermediate,limited,rising_talent,0,Bajo on time delivery rate / Bajo rating,-1.7077541029044683,-1.0576541390158691
2690,10.76,3.0,4.14,22,84.1,33.1,808,15.7,machine_learning,Costa Rica,advanced,weekends,top_rated,0,Bajo on time delivery rate / Bajo rating,-1.6717415196635077,-0.596266779782175
2691,11.49,1.1,3.69,27,73.0,42.8,966,24.4,copywriting,Mexico,native,part_time,none,0,Bajo on time delivery rate / Bajo rating,-2.389565377407489,0.25229168929700746
2692,31.39,6.8,4.8,102,87.1,10.5,1305,42.7,digital_marketing,Costa Rica,intermediate,full_time,top_rated,2,Bajo response time hours / Alto on time delivery rate,0.7426106385934151,-0.938067763317998
2693,28.21,4.8,4.79,41,82.4,10.9,1900,28.4,digital_marketing,Chile,intermediate,limited,top_rated,2,Bajo response time hours / Alto on time delivery rate,-0.05674256637905399,-1.0996388800396548
2694,34.7,4.6,4.37,40,85.3,8.1,1743,34.5,machine_learning,Guatemala,intermediate,full_time,none,2,Bajo response time hours / Alto on time delivery rate,-0.06730984391677225,-0.8181469407503339
2695,21.97,6.8,4.27,113,85.4,10.6,1828,44.8,digital_marketing,Chile,intermediate,part_time,top_rated,2,Bajo response time hours / Alto on time delivery rate,0.4334650138502106,-0.5099318268924151
2696,29.06,4.1,4.64,86,89.9,3.8,2775,39.1,customer_support,Chile,native,full_time,expert_vetted,2,Bajo response time hours / Alto on time delivery rate,0.6595412705090867,-1.1689055446672223
2697,22.56,2.1,3.1,5,52.9,47.5,365,19.6,machine_learning,Mexico,advanced,part_time,top_rated,0,Bajo on time delivery rate / Bajo rating,-3.4531826875027956,1.546032302774389
2698,32.37,4.8,4.73,85,87.0,4.4,1995,38.0,graphic_design,Peru,intermediate,limited,rising_talent,2,Bajo response time hours / Alto on time delivery rate,0.5801956287529403,-1.1490020313700415
2699,54.99,5.3,3.73,91,71.7,62.0,2706,1.8,machine_learning,Colombia,intermediate,full_time,rising_talent,0,Bajo on time delivery rate / Bajo rating,-1.5559174973664118,2.300311203555401
2700,65.56,10.2,4.69,195,97.7,3.7,1816,79.6,graphic_design,Costa Rica,basic,full_time,top_rated,1,Alto completed projects / Alto experience years,3.0067614153547715,-0.12879403128950367
2701,20.68,4.0,4.44,60,89.9,8.9,1783,46.1,mobile_development,Chile,native,full_time,none,2,Bajo response time hours / Alto on time delivery rate,0.1664603420271613,-1.226555178166293
2702,17.14,1.1,3.54,35,80.0,42.2,1121,18.1,graphic_design,Guatemala,native,weekends,top_rated,0,Bajo on time delivery rate / Bajo rating,-2.252866531873575,0.3181083885838863
2703,62.77,13.9,4.73,227,96.3,3.8,2138,61.3,graphic_design,Argentina,intermediate,weekends,none,1,Alto completed projects / Alto experience years,3.2027432413563193,0.23053932054527687
2704,45.73,9.2,4.98,240,96.4,3.3,3295,74.5,machine_learning,Mexico,advanced,part_time,none,1,Alto completed projects / Alto experience years,3.1960803903120345,-0.4368009179046118
2705,53.06,6.1,3.82,35,52.5,62.8,731,8.7,web_development,Mexico,advanced,part_time,none,0,Bajo on time delivery rate / Bajo rating,-2.479966284475261,2.3624666713174
2706,29.46,4.7,4.7,110,95.2,14.5,3224,48.6,machine_learning,Chile,basic,part_time,top_rated,2,Bajo response time hours / Alto on time delivery rate,1.1038562736227768,-0.8604092462830863
2707,17.11,2.6,3.94,16,80.4,34.3,676,10.5,copywriting,Peru,intermediate,full_time,none,0,Bajo on time delivery rate / Bajo rating,-2.0254945133314806,-0.2569982395314662
2708,48.08,13.1,4.82,290,94.5,2.2,3532,53.0,graphic_design,Mexico,native,full_time,rising_talent,1,Alto completed projects / Alto experience years,3.3621674680292495,0.18502179646934808
2709,26.6,8.3,3.11,28,56.3,56.6,1652,16.4,machine_learning,Guatemala,intermediate,limited,none,0,Bajo on time delivery rate / Bajo rating,-2.5758095514528643,2.4257378483449976
2710,84.11,15.0,4.71,312,98.0,6.9,9495,52.2,digital_marketing,Mexico,intermediate,full_time,none,1,Alto completed projects / Alto experience years,5.079391800883839,1.9534718051454307
2711,71.78,14.7,4.87,106,97.6,5.7,2965,55.8,graphic_design,Guatemala,intermediate,part_time,top_rated,1,Alto completed projects / Alto experience years,2.973756724575544,0.1360535686150008
2712,22.39,6.8,4.63,100,88.4,11.3,923,21.2,copywriting,Chile,intermediate,part_time,rising_talent,2,Bajo response time hours / Alto on time delivery rate,0.10293756772892694,-1.0147284354018187
2713,58.57,13.7,4.65,88,96.9,2.8,1843,40.8,mobile_development,Mexico,advanced,limited,none,1,Alto completed projects / Alto experience years,2.054707156152088,-0.26124893703249535
2714,32.41,3.1,4.71,112,84.6,3.4,3594,16.5,mobile_development,Colombia,advanced,part_time,none,2,Bajo response time hours / Alto on time delivery rate,0.3845361857058466,-0.8901865946355966
2715,12.63,1.1,4.14,23,86.6,37.5,1118,10.8,customer_support,Peru,intermediate,full_time,verified,0,Bajo on time delivery rate / Bajo rating,-1.862625500116681,-0.5968507701305721
2716,25.49,6.9,4.34,56,90.4,13.0,1560,23.3,copywriting,El Salvador,advanced,full_time,none,2,Bajo response time hours / Alto on time delivery rate,-0.06683922788205163,-0.7662149493826546
2717,52.43,1.1,3.82,48,60.9,57.2,1164,16.6,web_development,Mexico,advanced,full_time,rising_talent,0,Bajo on time delivery rate / Bajo rating,-2.3791553849854163,1.691365525655136
2718,34.71,6.1,4.51,76,92.6,11.3,2503,44.2,machine_learning,Colombia,advanced,full_time,none,2,Bajo response time hours / Alto on time delivery rate,0.7933339948987804,-0.721006748710401
2719,42.4,6.6,4.47,93,93.3,9.6,2381,29.3,web_development,Colombia,basic,full_time,expert_vetted,2,Bajo response time hours / Alto on time delivery rate,0.7570093283104002,-0.5500533652790336
