review_id,freelancer_id,client_id,review_text,client_rating,communication_score,quality_score,delivery_score,budget_usd,project_category,cluster,cluster_name,pc1,pc2
3113,3113,1214,la calidad fue alta y mantuvo comunicacion constante durante el proceso la experiencia general fue registrada por el cliente,4.82,4.5,4.42,4.42,1648.95,mobile_development,2,Calidad / Proyecto,0.4309098465925242,-0.2156895061100562
3114,3114,1449,trabajo limpio bien documentado y con buena atencion al cliente la experiencia general fue registrada por el cliente,4.64,4.61,4.42,4.31,4692.32,web_development,0,Trabajo / Buena,0.44600969064337526,-0.25976874055438764
3115,3115,1850,muy profesional cumplio con todos los requerimientos del proyecto la experiencia general fue registrada por el cliente,4.96,4.22,4.88,4.69,4224.09,data_analysis,2,Calidad / Proyecto,0.36495445661702364,-0.019598354241169152
3116,3116,1535,el resultado no cumplio completamente con la calidad esperada el alcance incluia revision de entregables,2.5,3.14,2.37,2.27,2805.58,digital_marketing,1,Alcance / Revision,0.17389296564219978,-0.016413206917481188
3117,3117,1569,muy profesional cumplio con todos los requerimientos del proyecto el proyecto fue realizado en modalidad remota,4.99,4.97,4.8,4.76,2255.73,graphic_design,2,Calidad / Proyecto,0.35303839533907366,-0.02423339984420317
3118,3118,1819,muy buen servicio recomendado para proyectos futuros se evaluo tiempo calidad y comunicacion,4.7,4.84,4.9,4.26,4676.97,digital_marketing,1,Alcance / Revision,0.3387982691383164,-0.06537790611301461
3119,3119,1671,trabajo limpio bien documentado y con buena atencion al cliente el alcance incluia revision de entregables,4.47,4.53,4.92,4.87,585.48,mobile_development,0,Trabajo / Buena,0.43735375846862357,-0.2612008221637431
3120,3120,1418,trabajo limpio bien documentado y con buena atencion al cliente se evaluo tiempo calidad y comunicacion,4.7,4.48,4.32,4.95,292.24,graphic_design,0,Trabajo / Buena,0.4721342502868318,-0.31102516550804465
3121,3121,1482,trabajo limpio bien documentado y con buena atencion al cliente el alcance incluia revision de entregables,4.46,4.3,4.98,4.72,4246.7,data_analysis,0,Trabajo / Buena,0.43735375846862357,-0.2612008221637431
3122,3122,1919,entrego antes de la fecha limite y resolvio cambios rapidamente el proyecto fue realizado en modalidad remota,4.48,4.37,4.62,4.34,4756.02,copywriting,2,Calidad / Proyecto,0.4133335739877263,0.7138336761682821
3123,3123,1915,la calidad fue alta y mantuvo comunicacion constante durante el proceso el cliente solicito cambios adicionales,4.68,4.7,4.95,4.66,2232.48,copywriting,2,Calidad / Proyecto,0.44738001028300783,-0.16533786720924093
3124,3124,2132,excelente trabajo buena comunicacion y entrega rapida el alcance incluia revision de entregables,4.43,4.65,4.62,4.27,2092.05,copywriting,0,Trabajo / Buena,0.40541608167654963,-0.19453164920154653
3125,3125,2135,la calidad fue alta y mantuvo comunicacion constante durante el proceso el cliente solicito cambios adicionales,4.45,4.58,4.81,4.75,2797.34,digital_marketing,2,Calidad / Proyecto,0.44738001028300783,-0.16533786720924093
3126,3126,1366,hubo problemas de seguimiento y varias tareas quedaron incompletas el alcance incluia revision de entregables,2.88,2.86,2.61,2.82,2935.74,graphic_design,1,Alcance / Revision,0.12208605757547568,-0.004646307948035525
3127,3127,1638,muy buen servicio recomendado para proyectos futuros el proyecto fue realizado en modalidad remota,4.98,4.33,4.6,4.8,4547.52,graphic_design,1,Alcance / Revision,0.3169425230792446,-0.02421572013193888
3128,3128,1784,trabajo limpio bien documentado y con buena atencion al cliente se evaluo tiempo calidad y comunicacion,4.72,4.28,4.33,4.51,2996.73,data_analysis,0,Trabajo / Buena,0.4721342502868318,-0.31102516550804465
3129,3129,1180,la entrega se atraso y fue necesario solicitar muchas correcciones el alcance incluia revision de entregables,2.02,2.06,2.81,2.78,3923.34,customer_support,1,Alcance / Revision,0.15041365079912364,-0.017930323908603652
3130,3130,2331,muy profesional cumplio con todos los requerimientos del proyecto se evaluo tiempo calidad y comunicacion,4.86,4.45,4.82,4.22,4859.29,customer_support,2,Calidad / Proyecto,0.38444299366959644,-0.06747718483622409
3131,3131,1861,muy profesional cumplio con todos los requerimientos del proyecto el cliente solicito cambios adicionales,4.74,4.6,4.47,4.97,1643.13,mobile_development,2,Calidad / Proyecto,0.38392463116387504,0.04006173955950594
3132,3132,2105,la calidad fue alta y mantuvo comunicacion constante durante el proceso el alcance incluia revision de entregables,4.48,4.76,4.95,4.48,64.85,customer_support,2,Calidad / Proyecto,0.4127632973370993,-0.21143609568669322
3133,3133,2207,entrego antes de la fecha limite y resolvio cambios rapidamente se evaluo tiempo calidad y comunicacion,4.68,4.53,4.86,4.78,4824.45,data_analysis,2,Calidad / Proyecto,0.4358299568953442,0.6860530701720509
3134,3134,1441,cumplio con la mayor parte del alcance definido el cliente solicito cambios adicionales,3.6,3.81,4.37,4.21,2545.6,web_development,1,Alcance / Revision,0.24892040604296553,0.043774130270476094
3135,3135,1618,trabajo limpio bien documentado y con buena atencion al cliente el proyecto fue realizado en modalidad remota,4.72,4.79,4.88,4.38,643.75,graphic_design,0,Trabajo / Buena,0.44642728964485556,-0.2672491616724506
3136,3136,1915,hubo problemas de seguimiento y varias tareas quedaron incompletas el cliente solicito cambios adicionales,2.25,3.03,3.36,1.54,675.58,copywriting,2,Calidad / Proyecto,0.14047284785925765,0.031776154442169795
3137,3137,1495,trabajo limpio bien documentado y con buena atencion al cliente el alcance incluia revision de entregables,4.7,4.63,4.4,4.7,1452.27,digital_marketing,0,Trabajo / Buena,0.43735375846862357,-0.2612008221637431
3138,3138,2361,la entrega se atraso y fue necesario solicitar muchas correcciones se evaluo tiempo calidad y comunicacion,2.05,2.67,2.36,1.77,2738.5,digital_marketing,0,Trabajo / Buena,0.17373754693334284,-0.05365415790729058
3139,3139,2136,entrego antes de la fecha limite y resolvio cambios rapidamente la experiencia general fue registrada por el cliente,4.42,4.98,4.83,4.59,2724.36,data_analysis,2,Calidad / Proyecto,0.41968841203836366,0.721318814964547
3140,3140,1578,entrego antes de la fecha limite y resolvio cambios rapidamente el alcance incluia revision de entregables,4.74,4.84,4.99,4.43,2317.58,data_analysis,1,Alcance / Revision,0.40261978897456496,0.7183178306504169
3141,3141,1136,excelente trabajo buena comunicacion y entrega rapida el alcance incluia revision de entregables,4.91,4.69,4.89,4.45,1467.97,digital_marketing,0,Trabajo / Buena,0.40541608167654963,-0.19453164920154653
3142,3142,1243,excelente trabajo buena comunicacion y entrega rapida el proyecto fue realizado en modalidad remota,4.42,4.51,4.31,4.45,1160.65,mobile_development,0,Trabajo / Buena,0.4193955828456119,-0.2036454647656769
3143,3143,1027,muy buen servicio recomendado para proyectos futuros el proyecto fue realizado en modalidad remota,4.68,4.45,4.84,4.67,4457.39,mobile_development,1,Alcance / Revision,0.3169425230792446,-0.02421572013193888
3144,3144,2140,muy profesional cumplio con todos los requerimientos del proyecto el proyecto fue realizado en modalidad remota,4.82,4.79,4.73,4.32,3637.4,digital_marketing,2,Calidad / Proyecto,0.35303839533907366,-0.02423339984420317
3145,3145,1279,la entrega fue aceptable pero la comunicacion pudo ser mejor el proyecto fue realizado en modalidad remota,3.96,3.42,3.7,4.37,3090.02,mobile_development,0,Trabajo / Buena,0.24254816968427906,-0.052821716763353344
3146,3146,1432,excelente trabajo buena comunicacion y entrega rapida el cliente solicito cambios adicionales,4.7,4.97,4.4,4.55,202.2,data_analysis,0,Trabajo / Buena,0.4413960815227763,-0.1442358814714688
3147,3147,1912,muy buen servicio recomendado para proyectos futuros el alcance incluia revision de entregables,4.49,4.41,4.87,4.85,2912.64,machine_learning,1,Alcance / Revision,0.3044048235574527,-0.016883245622181985
3148,3148,2362,cumplio con la mayor parte del alcance definido el cliente solicito cambios adicionales,4.11,3.6,4.27,3.8,4904.62,copywriting,1,Alcance / Revision,0.24892040604296553,0.043774130270476094
3149,3149,1208,entrego antes de la fecha limite y resolvio cambios rapidamente se evaluo tiempo calidad y comunicacion,4.93,4.31,4.91,4.71,3762.29,copywriting,2,Calidad / Proyecto,0.4358299568953442,0.6860530701720509
3150,3150,1124,la comunicacion fue lenta y algunos requerimientos no quedaron claros el cliente solicito cambios adicionales,2.66,2.03,2.47,1.94,2603.62,customer_support,2,Calidad / Proyecto,0.18415760170871032,0.018559892482654928
3151,3151,1147,trabajo limpio bien documentado y con buena atencion al cliente el proyecto fue realizado en modalidad remota,4.83,4.76,4.97,4.8,265.67,graphic_design,0,Trabajo / Buena,0.44642728964485556,-0.2672491616724506
3152,3152,1188,excelente trabajo buena comunicacion y entrega rapida el proyecto fue realizado en modalidad remota,4.57,4.86,4.9,4.75,4270.33,digital_marketing,0,Trabajo / Buena,0.4193955828456119,-0.2036454647656769
3153,3153,1670,trabajo limpio bien documentado y con buena atencion al cliente se evaluo tiempo calidad y comunicacion,4.92,4.81,4.7,5.0,2316.02,machine_learning,0,Trabajo / Buena,0.4721342502868318,-0.31102516550804465
3154,3154,1135,la entrega fue aceptable pero la comunicacion pudo ser mejor el alcance incluia revision de entregables,3.97,3.97,3.83,3.92,177.45,mobile_development,1,Alcance / Revision,0.2311336794596531,-0.045863769608096586
3155,3155,2031,excelente trabajo buena comunicacion y entrega rapida el proyecto fue realizado en modalidad remota,4.46,4.41,4.67,4.81,3996.38,customer_support,0,Trabajo / Buena,0.4193955828456119,-0.2036454647656769
3156,3156,1835,se necesito retrabajo porque la primera version tenia errores importantes el alcance incluia revision de entregables,2.72,2.67,2.58,1.91,1626.87,digital_marketing,1,Alcance / Revision,0.10678157413428893,-0.0035492159197932993
3157,3157,2306,la calidad fue alta y mantuvo comunicacion constante durante el proceso el cliente solicito cambios adicionales,4.83,4.8,4.6,4.66,277.38,graphic_design,2,Calidad / Proyecto,0.44738001028300783,-0.16533786720924093
3158,3158,2270,muy buen servicio recomendado para proyectos futuros el proyecto fue realizado en modalidad remota,4.99,4.47,4.61,4.3,665.57,copywriting,1,Alcance / Revision,0.3169425230792446,-0.02421572013193888
3159,3159,1341,la entrega fue aceptable pero la comunicacion pudo ser mejor la experiencia general fue registrada por el cliente,3.4,3.31,3.87,3.22,4809.19,graphic_design,0,Trabajo / Buena,0.24598429812093772,-0.04813011987452393
3160,3160,2359,excelente trabajo buena comunicacion y entrega rapida el cliente solicito cambios adicionales,4.77,4.62,4.5,4.54,561.94,copywriting,0,Trabajo / Buena,0.4413960815227763,-0.1442358814714688
3161,3161,2146,entrego antes de la fecha limite y resolvio cambios rapidamente el cliente solicito cambios adicionales,4.85,4.9,4.49,4.63,932.4,copywriting,2,Calidad / Proyecto,0.42361174624686704,0.7615499571844175
3162,3162,2167,se necesito retrabajo porque la primera version tenia errores importantes el cliente solicito cambios adicionales,3.11,3.28,3.28,1.81,4433.21,machine_learning,2,Calidad / Proyecto,0.12412158962968027,0.029945814809766675
3163,3163,2325,la calidad fue alta y mantuvo comunicacion constante durante el proceso el proyecto fue realizado en modalidad remota,4.75,4.24,4.49,4.61,1463.01,machine_learning,2,Calidad / Proyecto,0.4257143993595313,-0.22001969944741953
3164,3164,2109,la entrega fue aceptable pero la comunicacion pudo ser mejor el alcance incluia revision de entregables,3.67,4.29,3.63,4.32,2235.56,mobile_development,1,Alcance / Revision,0.2311336794596531,-0.045863769608096586
3165,3165,2423,muy buen servicio recomendado para proyectos futuros el cliente solicito cambios adicionales,4.56,4.25,4.57,4.34,348.6,mobile_development,1,Alcance / Revision,0.3378196388583868,0.03821701542922849
3166,3166,1113,entrego antes de la fecha limite y resolvio cambios rapidamente el proyecto fue realizado en modalidad remota,4.87,4.45,4.67,4.25,4727.38,customer_support,2,Calidad / Proyecto,0.4133335739877263,0.7138336761682821
3167,3167,2007,excelente trabajo buena comunicacion y entrega rapida el alcance incluia revision de entregables,4.84,4.31,4.89,4.43,2347.51,customer_support,0,Trabajo / Buena,0.40541608167654963,-0.19453164920154653
3168,3168,2003,se necesito retrabajo porque la primera version tenia errores importantes el proyecto fue realizado en modalidad remota,2.42,3.05,3.48,2.86,1877.8,machine_learning,2,Calidad / Proyecto,0.11365936342356914,-0.00801199982634137
3169,3169,1173,excelente trabajo buena comunicacion y entrega rapida el alcance incluia revision de entregables,4.7,4.93,4.76,4.41,3570.76,mobile_development,0,Trabajo / Buena,0.40541608167654963,-0.19453164920154653
3170,3170,1934,trabajo limpio bien documentado y con buena atencion al cliente el alcance incluia revision de entregables,4.9,4.21,4.96,4.54,4997.97,mobile_development,0,Trabajo / Buena,0.43735375846862357,-0.2612008221637431
3171,3171,1698,muy profesional cumplio con todos los requerimientos del proyecto el proyecto fue realizado en modalidad remota,4.47,4.37,4.68,4.44,1545.23,digital_marketing,2,Calidad / Proyecto,0.35303839533907366,-0.02423339984420317
3172,3172,1963,excelente trabajo buena comunicacion y entrega rapida la experiencia general fue registrada por el cliente,4.5,4.81,4.86,4.55,2307.39,web_development,0,Trabajo / Buena,0.42502318402877753,-0.1990261469323521
3173,3173,2073,excelente trabajo buena comunicacion y entrega rapida la experiencia general fue registrada por el cliente,4.44,4.6,4.45,4.8,4776.31,data_analysis,0,Trabajo / Buena,0.42502318402877753,-0.1990261469323521
3174,3174,1191,la entrega se atraso y fue necesario solicitar muchas correcciones la experiencia general fue registrada por el cliente,3.0,1.9,2.04,2.54,2294.25,copywriting,0,Trabajo / Buena,0.16135453486589602,-0.019596205248422063
3175,3175,1974,excelente trabajo buena comunicacion y entrega rapida la experiencia general fue registrada por el cliente,4.97,4.35,4.86,4.75,3580.02,graphic_design,0,Trabajo / Buena,0.42502318402877753,-0.1990261469323521
3176,3176,1356,entrego antes de la fecha limite y resolvio cambios rapidamente el cliente solicito cambios adicionales,4.65,4.92,4.5,4.88,3504.4,mobile_development,2,Calidad / Proyecto,0.42361174624686704,0.7615499571844175
3177,3177,2178,muy profesional cumplio con todos los requerimientos del proyecto el alcance incluia revision de entregables,4.81,4.61,4.59,4.94,3918.12,customer_support,1,Alcance / Revision,0.3467784723359817,-0.017093122250106327
3178,3178,1365,muy buen servicio recomendado para proyectos futuros la experiencia general fue registrada por el cliente,4.82,4.52,4.64,4.88,3177.42,customer_support,1,Alcance / Revision,0.31835615596656497,-0.019062936555845712
3179,3179,1947,cumplio con la mayor parte del alcance definido el alcance incluia revision de entregables,3.84,4.14,3.58,3.82,2406.24,web_development,1,Alcance / Revision,0.2137726585335039,-0.0054955323291250285
3180,3180,1326,muy profesional cumplio con todos los requerimientos del proyecto el proyecto fue realizado en modalidad remota,4.57,4.61,4.31,4.5,533.21,copywriting,2,Calidad / Proyecto,0.35303839533907366,-0.02423339984420317
3181,3181,2104,la calidad fue alta y mantuvo comunicacion constante durante el proceso el cliente solicito cambios adicionales,4.53,5.0,4.85,4.86,1261.03,data_analysis,2,Calidad / Proyecto,0.44738001028300783,-0.16533786720924093
3182,3182,2179,el resultado no cumplio completamente con la calidad esperada la experiencia general fue registrada por el cliente,2.27,3.26,3.39,3.07,415.53,digital_marketing,2,Calidad / Proyecto,0.18770184040764168,-0.018419833295914827
3183,3183,2252,muy profesional cumplio con todos los requerimientos del proyecto se evaluo tiempo calidad y comunicacion,4.73,4.3,4.9,4.99,4447.14,machine_learning,2,Calidad / Proyecto,0.38444299366959644,-0.06747718483622409
3184,3184,1246,resultado funcional con algunos detalles pendientes al inicio la experiencia general fue registrada por el cliente,4.18,4.09,4.1,3.99,309.59,data_analysis,2,Calidad / Proyecto,0.19963962666889068,-0.015694560338150913
3185,3185,1456,muy profesional cumplio con todos los requerimientos del proyecto el proyecto fue realizado en modalidad remota,4.91,4.44,4.79,4.56,4237.53,machine_learning,2,Calidad / Proyecto,0.35303839533907366,-0.02423339984420317
3186,3186,1140,la calidad fue alta y mantuvo comunicacion constante durante el proceso se evaluo tiempo calidad y comunicacion,4.82,4.32,4.43,4.34,708.45,customer_support,2,Calidad / Proyecto,0.4290873859875858,-0.24929675818480868
3187,3187,1350,trabajo limpio bien documentado y con buena atencion al cliente se evaluo tiempo calidad y comunicacion,4.63,4.76,4.86,4.32,2480.19,web_development,0,Trabajo / Buena,0.4721342502868318,-0.31102516550804465
3188,3188,2216,muy profesional cumplio con todos los requerimientos del proyecto el cliente solicito cambios adicionales,4.79,4.38,4.58,4.85,2416.7,copywriting,2,Calidad / Proyecto,0.38392463116387504,0.04006173955950594
3189,3189,2208,trabajo limpio bien documentado y con buena atencion al cliente se evaluo tiempo calidad y comunicacion,4.89,4.61,4.92,4.34,1816.15,data_analysis,0,Trabajo / Buena,0.4721342502868318,-0.31102516550804465
3190,3190,1152,la calidad fue alta y mantuvo comunicacion constante durante el proceso el alcance incluia revision de entregables,4.42,4.42,4.32,4.69,1915.63,mobile_development,2,Calidad / Proyecto,0.4127632973370993,-0.21143609568669322
3191,3191,2288,buena disposicion para corregir observaciones despues de la revision el cliente solicito cambios adicionales,3.82,3.84,3.57,4.33,2645.37,graphic_design,1,Alcance / Revision,0.24526778042320033,0.006485956622494004
3192,3192,1302,muy profesional cumplio con todos los requerimientos del proyecto el alcance incluia revision de entregables,4.54,4.35,4.81,4.82,2355.27,graphic_design,1,Alcance / Revision,0.3467784723359817,-0.017093122250106327
3193,3193,1002,excelente trabajo buena comunicacion y entrega rapida se evaluo tiempo calidad y comunicacion,4.55,4.58,4.63,4.3,3958.07,copywriting,0,Trabajo / Buena,0.4354741095987076,-0.242626295098361
3194,3194,2423,muy buen servicio recomendado para proyectos futuros la experiencia general fue registrada por el cliente,4.62,4.97,4.89,4.75,4060.82,data_analysis,1,Alcance / Revision,0.31835615596656497,-0.019062936555845712
3195,3195,1579,trabajo limpio bien documentado y con buena atencion al cliente la experiencia general fue registrada por el cliente,4.82,4.96,4.3,4.64,1251.57,mobile_development,0,Trabajo / Buena,0.44600969064337526,-0.25976874055438764
3196,3196,1212,muy profesional cumplio con todos los requerimientos del proyecto la experiencia general fue registrada por el cliente,4.53,4.37,4.79,4.6,3154.37,customer_support,2,Calidad / Proyecto,0.36495445661702364,-0.019598354241169152
3197,3197,1458,excelente trabajo buena comunicacion y entrega rapida el proyecto fue realizado en modalidad remota,4.6,4.45,4.61,4.81,4984.46,graphic_design,0,Trabajo / Buena,0.4193955828456119,-0.2036454647656769
3198,3198,1973,buena disposicion para corregir observaciones despues de la revision se evaluo tiempo calidad y comunicacion,3.47,3.9,3.96,3.42,92.93,customer_support,1,Alcance / Revision,0.2438185347036183,-0.0786970704108667
3199,3199,1761,excelente trabajo buena comunicacion y entrega rapida se evaluo tiempo calidad y comunicacion,4.46,4.78,4.74,4.92,4675.59,graphic_design,0,Trabajo / Buena,0.4354741095987076,-0.242626295098361
3200,3200,1666,trabajo limpio bien documentado y con buena atencion al cliente se evaluo tiempo calidad y comunicacion,4.91,4.54,4.74,4.72,2266.95,digital_marketing,0,Trabajo / Buena,0.4721342502868318,-0.31102516550804465
3201,3201,2307,trabajo limpio bien documentado y con buena atencion al cliente el proyecto fue realizado en modalidad remota,4.66,4.25,4.89,4.2,4099.38,web_development,0,Trabajo / Buena,0.44642728964485556,-0.2672491616724506
3202,3202,1507,muy buen servicio recomendado para proyectos futuros el proyecto fue realizado en modalidad remota,4.72,4.53,4.8,4.92,1531.95,digital_marketing,1,Alcance / Revision,0.3169425230792446,-0.02421572013193888
3203,3203,2161,buena disposicion para corregir observaciones despues de la revision la experiencia general fue registrada por el cliente,3.57,4.4,3.32,4.35,4532.32,copywriting,1,Alcance / Revision,0.23076046432046174,-0.04059844161417105
3204,3204,1955,excelente trabajo buena comunicacion y entrega rapida se evaluo tiempo calidad y comunicacion,4.76,4.32,4.44,4.78,1392.53,web_development,0,Trabajo / Buena,0.4354741095987076,-0.242626295098361
3205,3205,1920,resultado funcional con algunos detalles pendientes al inicio la experiencia general fue registrada por el cliente,3.99,4.32,4.13,4.21,51.23,graphic_design,2,Calidad / Proyecto,0.19963962666889068,-0.015694560338150913
3206,3206,1208,trabajo limpio bien documentado y con buena atencion al cliente el proyecto fue realizado en modalidad remota,5.0,4.96,4.91,4.84,4015.6,data_analysis,0,Trabajo / Buena,0.44642728964485556,-0.2672491616724506
3207,3207,1082,entrego antes de la fecha limite y resolvio cambios rapidamente la experiencia general fue registrada por el cliente,4.54,4.94,4.79,4.9,1016.94,customer_support,2,Calidad / Proyecto,0.41968841203836366,0.721318814964547
3208,3208,2384,la entrega fue aceptable pero la comunicacion pudo ser mejor la experiencia general fue registrada por el cliente,3.71,3.68,3.95,3.79,4733.15,machine_learning,0,Trabajo / Buena,0.24598429812093772,-0.04813011987452393
3209,3209,2107,trabajo limpio bien documentado y con buena atencion al cliente el proyecto fue realizado en modalidad remota,4.41,4.55,4.54,4.7,2016.41,data_analysis,0,Trabajo / Buena,0.44642728964485556,-0.2672491616724506
3210,3210,1252,muy buen servicio recomendado para proyectos futuros el proyecto fue realizado en modalidad remota,4.99,4.7,4.72,4.59,3207.24,customer_support,1,Alcance / Revision,0.3169425230792446,-0.02421572013193888
3211,3211,1814,se necesito retrabajo porque la primera version tenia errores importantes el cliente solicito cambios adicionales,2.64,3.34,3.1,2.87,2478.72,machine_learning,2,Calidad / Proyecto,0.12412158962968027,0.029945814809766675
3212,3212,1537,trabajo limpio bien documentado y con buena atencion al cliente la experiencia general fue registrada por el cliente,4.83,4.69,4.38,4.55,4515.62,machine_learning,0,Trabajo / Buena,0.44600969064337526,-0.25976874055438764
3213,3213,1911,el trabajo fue correcto aunque hubo algunos ajustes menores el proyecto fue realizado en modalidad remota,4.14,3.84,3.63,3.36,2453.5,machine_learning,0,Trabajo / Buena,0.2055904992311845,-0.04574197773761029
3214,3214,2319,resultado funcional con algunos detalles pendientes al inicio la experiencia general fue registrada por el cliente,4.26,3.38,4.21,3.69,4620.22,mobile_development,2,Calidad / Proyecto,0.19963962666889068,-0.015694560338150913
3215,3215,2283,la calidad fue alta y mantuvo comunicacion constante durante el proceso el cliente solicito cambios adicionales,4.69,4.64,4.62,4.36,2593.39,customer_support,2,Calidad / Proyecto,0.44738001028300783,-0.16533786720924093
3216,3216,1087,muy profesional cumplio con todos los requerimientos del proyecto el alcance incluia revision de entregables,4.87,4.29,4.35,4.66,4805.29,customer_support,1,Alcance / Revision,0.3467784723359817,-0.017093122250106327
3217,3217,1872,la calidad fue alta y mantuvo comunicacion constante durante el proceso la experiencia general fue registrada por el cliente,4.74,4.25,4.33,4.3,2913.83,web_development,2,Calidad / Proyecto,0.4309098465925242,-0.2156895061100562
3218,3218,1921,entrego antes de la fecha limite y resolvio cambios rapidamente el alcance incluia revision de entregables,4.79,4.59,4.46,4.36,4688.83,mobile_development,1,Alcance / Revision,0.40261978897456496,0.7183178306504169
3219,3219,1130,excelente trabajo buena comunicacion y entrega rapida el cliente solicito cambios adicionales,4.55,4.58,4.57,4.89,2938.78,digital_marketing,0,Trabajo / Buena,0.4413960815227763,-0.1442358814714688
3220,3220,1441,muy profesional cumplio con todos los requerimientos del proyecto el alcance incluia revision de entregables,4.85,4.35,4.39,4.98,3425.7,copywriting,1,Alcance / Revision,0.3467784723359817,-0.017093122250106327
3221,3221,1505,excelente trabajo buena comunicacion y entrega rapida el alcance incluia revision de entregables,4.56,4.46,4.72,4.47,2184.29,machine_learning,0,Trabajo / Buena,0.40541608167654963,-0.19453164920154653
3222,3222,2264,la calidad fue alta y mantuvo comunicacion constante durante el proceso el alcance incluia revision de entregables,4.66,4.97,4.72,4.28,3572.59,graphic_design,2,Calidad / Proyecto,0.4127632973370993,-0.21143609568669322
3223,3223,1206,el trabajo fue correcto aunque hubo algunos ajustes menores el alcance incluia revision de entregables,3.86,4.2,4.26,3.75,4837.93,web_development,1,Alcance / Revision,0.19517803158518884,-0.03958552772848781
3224,3224,1286,la entrega fue aceptable pero la comunicacion pudo ser mejor el proyecto fue realizado en modalidad remota,3.51,3.68,3.97,3.83,1926.73,customer_support,0,Trabajo / Buena,0.24254816968427906,-0.052821716763353344
3225,3225,2290,trabajo limpio bien documentado y con buena atencion al cliente se evaluo tiempo calidad y comunicacion,4.99,4.41,4.55,4.82,1456.22,copywriting,0,Trabajo / Buena,0.4721342502868318,-0.31102516550804465
3226,3226,2104,cumplio con la mayor parte del alcance definido el proyecto fue realizado en modalidad remota,3.54,3.91,3.49,3.54,1900.86,mobile_development,1,Alcance / Revision,0.23066647467714077,-0.012156771378139104
3227,3227,2479,entrego antes de la fecha limite y resolvio cambios rapidamente el proyecto fue realizado en modalidad remota,4.42,4.87,4.62,4.22,3309.63,copywriting,2,Calidad / Proyecto,0.4133335739877263,0.7138336761682821
3228,3228,1490,excelente trabajo buena comunicacion y entrega rapida se evaluo tiempo calidad y comunicacion,4.7,4.35,4.51,4.86,1436.05,web_development,0,Trabajo / Buena,0.4354741095987076,-0.242626295098361
3229,3229,2282,muy profesional cumplio con todos los requerimientos del proyecto el cliente solicito cambios adicionales,4.94,4.74,4.43,4.45,788.47,graphic_design,2,Calidad / Proyecto,0.38392463116387504,0.04006173955950594
3230,3230,1900,hubo problemas de seguimiento y varias tareas quedaron incompletas se evaluo tiempo calidad y comunicacion,2.49,2.7,2.82,2.82,4435.61,copywriting,2,Calidad / Proyecto,0.14128085845172053,-0.03644204548489455
3231,3231,1905,entrego antes de la fecha limite y resolvio cambios rapidamente se evaluo tiempo calidad y comunicacion,4.43,4.7,4.36,4.37,2992.31,digital_marketing,2,Calidad / Proyecto,0.4358299568953442,0.6860530701720509
3232,3232,1705,resultado funcional con algunos detalles pendientes al inicio el cliente solicito cambios adicionales,4.29,4.25,4.4,4.06,4104.71,digital_marketing,2,Calidad / Proyecto,0.21193499056504594,0.03155468246696069
3233,3233,1744,resultado funcional con algunos detalles pendientes al inicio la experiencia general fue registrada por el cliente,3.64,3.78,4.28,4.39,1613.73,digital_marketing,2,Calidad / Proyecto,0.19963962666889068,-0.015694560338150913
3234,3234,1912,cumplio con la mayor parte del alcance definido la experiencia general fue registrada por el cliente,4.07,3.91,3.55,3.55,2478.02,graphic_design,1,Alcance / Revision,0.23705451600815616,-0.007884944006124026
3235,3235,2171,excelente trabajo buena comunicacion y entrega rapida el alcance incluia revision de entregables,4.42,4.39,4.82,4.51,3872.88,customer_support,0,Trabajo / Buena,0.40541608167654963,-0.19453164920154653
3236,3236,1355,muy profesional cumplio con todos los requerimientos del proyecto el proyecto fue realizado en modalidad remota,4.52,4.61,5.0,4.26,2515.84,copywriting,2,Calidad / Proyecto,0.35303839533907366,-0.02423339984420317
3237,3237,2477,excelente trabajo buena comunicacion y entrega rapida se evaluo tiempo calidad y comunicacion,4.67,4.46,4.83,4.88,1480.02,data_analysis,0,Trabajo / Buena,0.4354741095987076,-0.242626295098361
3238,3238,1290,muy buen servicio recomendado para proyectos futuros el proyecto fue realizado en modalidad remota,4.42,4.62,4.61,4.96,4074.44,mobile_development,1,Alcance / Revision,0.3169425230792446,-0.02421572013193888
3239,3239,2468,muy profesional cumplio con todos los requerimientos del proyecto se evaluo tiempo calidad y comunicacion,4.49,4.34,4.67,4.5,3547.95,digital_marketing,2,Calidad / Proyecto,0.38444299366959644,-0.06747718483622409
3240,3240,1286,muy profesional cumplio con todos los requerimientos del proyecto el alcance incluia revision de entregables,4.83,4.84,4.4,4.68,4838.03,mobile_development,1,Alcance / Revision,0.3467784723359817,-0.017093122250106327
3241,3241,1696,el trabajo fue correcto aunque hubo algunos ajustes menores la experiencia general fue registrada por el cliente,4.23,3.48,3.51,4.12,2050.18,mobile_development,0,Trabajo / Buena,0.20753665936411658,-0.041455751786929014
3242,3242,2356,la calidad fue alta y mantuvo comunicacion constante durante el proceso se evaluo tiempo calidad y comunicacion,4.68,4.58,4.85,4.58,3363.26,mobile_development,2,Calidad / Proyecto,0.4290873859875858,-0.24929675818480868
3243,3243,1688,excelente trabajo buena comunicacion y entrega rapida se evaluo tiempo calidad y comunicacion,4.44,4.99,4.84,4.92,4638.1,data_analysis,0,Trabajo / Buena,0.4354741095987076,-0.242626295098361
