freelancer_id,hourly_rate,experience_years,rating,completed_projects,on_time_delivery_rate,response_time_hours,profile_views,repeat_client_rate,skill_category,country,english_level,availability,platform_badge
2686,49.57,7.7,4.69,278,98.7,7.8,8438,56.4,machine_learning,Guatemala,intermediate,part_time,rising_talent
2687,8.3,0.6,4.28,35,68.6,33.9,1100,16.0,machine_learning,Guatemala,advanced,weekends,verified
2688,50.77,10.7,4.73,98,92.9,3.0,1687,41.0,customer_support,Chile,intermediate,part_time,rising_talent
2689,15.89,0.7,3.91,4,84.9,16.0,741,19.1,digital_marketing,Chile,intermediate,limited,rising_talent
2690,10.76,3.0,4.14,22,84.1,33.1,808,15.7,machine_learning,Costa Rica,advanced,weekends,top_rated
2691,11.49,1.1,3.69,27,73.0,42.8,966,24.4,copywriting,Mexico,native,part_time,none
2692,31.39,6.8,4.8,102,87.1,10.5,1305,42.7,digital_marketing,Costa Rica,intermediate,full_time,top_rated
2693,28.21,4.8,4.79,41,82.4,10.9,1900,28.4,digital_marketing,Chile,intermediate,limited,top_rated
2694,34.7,4.6,4.37,40,85.3,8.1,1743,34.5,machine_learning,Guatemala,intermediate,full_time,none
2695,21.97,6.8,4.27,113,85.4,10.6,1828,44.8,digital_marketing,Chile,intermediate,part_time,top_rated
2696,29.06,4.1,4.64,86,89.9,3.8,2775,39.1,customer_support,Chile,native,full_time,expert_vetted
2697,22.56,2.1,3.1,5,52.9,47.5,365,19.6,machine_learning,Mexico,advanced,part_time,top_rated
2698,32.37,4.8,4.73,85,87.0,4.4,1995,38.0,graphic_design,Peru,intermediate,limited,rising_talent
2699,54.99,5.3,3.73,91,71.7,62.0,2706,1.8,machine_learning,Colombia,intermediate,full_time,rising_talent
2700,65.56,10.2,4.69,195,97.7,3.7,1816,79.6,graphic_design,Costa Rica,basic,full_time,top_rated
2701,20.68,4.0,4.44,60,89.9,8.9,1783,46.1,mobile_development,Chile,native,full_time,none
2702,17.14,1.1,3.54,35,80.0,42.2,1121,18.1,graphic_design,Guatemala,native,weekends,top_rated
2703,62.77,13.9,4.73,227,96.3,3.8,2138,61.3,graphic_design,Argentina,intermediate,weekends,none
2704,45.73,9.2,4.98,240,96.4,3.3,3295,74.5,machine_learning,Mexico,advanced,part_time,none
2705,53.06,6.1,3.82,35,52.5,62.8,731,8.7,web_development,Mexico,advanced,part_time,none
2706,29.46,4.7,4.7,110,95.2,14.5,3224,48.6,machine_learning,Chile,basic,part_time,top_rated
2707,17.11,2.6,3.94,16,80.4,34.3,676,10.5,copywriting,Peru,intermediate,full_time,none
2708,48.08,13.1,4.82,290,94.5,2.2,3532,53.0,graphic_design,Mexico,native,full_time,rising_talent
2709,26.6,8.3,3.11,28,56.3,56.6,1652,16.4,machine_learning,Guatemala,intermediate,limited,none
2710,84.11,15.0,4.71,312,98.0,6.9,9495,52.2,digital_marketing,Mexico,intermediate,full_time,none
2711,71.78,14.7,4.87,106,97.6,5.7,2965,55.8,graphic_design,Guatemala,intermediate,part_time,top_rated
2712,22.39,6.8,4.63,100,88.4,11.3,923,21.2,copywriting,Chile,intermediate,part_time,rising_talent
2713,58.57,13.7,4.65,88,96.9,2.8,1843,40.8,mobile_development,Mexico,advanced,limited,none
2714,32.41,3.1,4.71,112,84.6,3.4,3594,16.5,mobile_development,Colombia,advanced,part_time,none
2715,12.63,1.1,4.14,23,86.6,37.5,1118,10.8,customer_support,Peru,intermediate,full_time,verified
2716,25.49,6.9,4.34,56,90.4,13.0,1560,23.3,copywriting,El Salvador,advanced,full_time,none
2717,52.43,1.1,3.82,48,60.9,57.2,1164,16.6,web_development,Mexico,advanced,full_time,rising_talent
2718,34.71,6.1,4.51,76,92.6,11.3,2503,44.2,machine_learning,Colombia,advanced,full_time,none
2719,42.4,6.6,4.47,93,93.3,9.6,2381,29.3,web_development,Colombia,basic,full_time,expert_vetted
2720,13.96,4.6,3.87,11,74.3,71.0,471,4.2,digital_marketing,El Salvador,native,part_time,none
2721,16.81,0.8,4.31,18,65.3,28.2,737,16.6,web_development,Mexico,basic,part_time,none
2722,42.74,5.4,4.78,34,92.3,11.0,1175,40.2,machine_learning,Costa Rica,advanced,part_time,none
2723,17.72,0.7,3.66,22,74.7,15.1,1024,18.1,mobile_development,Guatemala,advanced,part_time,none
2724,33.12,3.7,4.4,97,95.1,3.8,3282,53.2,machine_learning,Chile,intermediate,part_time,none
2725,52.42,13.9,4.69,283,94.9,2.5,8915,82.6,digital_marketing,El Salvador,basic,full_time,rising_talent
2726,14.36,1.9,3.94,30,77.2,43.7,720,5.8,web_development,El Salvador,intermediate,full_time,top_rated
2727,16.69,2.8,3.98,3,81.7,34.9,363,12.5,customer_support,Costa Rica,advanced,full_time,none
2728,67.49,7.2,4.69,195,94.0,4.2,5796,76.4,customer_support,Mexico,advanced,part_time,top_rated
2729,35.47,6.4,4.33,86,89.4,10.0,1236,49.1,web_development,Chile,intermediate,part_time,none
2730,11.69,2.5,3.66,30,84.5,10.1,964,5.5,digital_marketing,El Salvador,intermediate,weekends,rising_talent
2731,27.27,5.8,4.77,51,89.4,7.4,1251,19.2,mobile_development,Guatemala,intermediate,weekends,top_rated
2732,19.22,0.5,3.85,15,80.8,42.9,1203,14.5,digital_marketing,Guatemala,advanced,full_time,rising_talent
2733,15.4,2.5,3.24,7,55.0,55.9,964,4.6,customer_support,El Salvador,basic,part_time,none
2734,70.83,7.0,4.81,128,99.6,7.0,4373,83.6,copywriting,Colombia,basic,part_time,none
2735,17.15,0.3,3.51,1,86.5,30.3,774,14.1,digital_marketing,Mexico,intermediate,weekends,none
2736,27.77,5.2,4.4,106,88.5,15.7,2507,28.7,customer_support,El Salvador,advanced,part_time,rising_talent
2737,29.7,6.6,4.22,117,84.3,11.7,3655,25.0,digital_marketing,Guatemala,native,full_time,top_rated
2738,14.16,1.9,3.57,7,79.3,45.9,326,18.8,web_development,Chile,intermediate,full_time,none
2739,21.88,3.4,4.58,107,90.5,12.2,2343,42.5,digital_marketing,Mexico,intermediate,limited,expert_vetted
2740,79.17,14.3,4.91,302,91.9,6.1,8505,65.4,machine_learning,Guatemala,advanced,weekends,none
2741,36.75,1.5,3.93,86,62.2,32.2,1418,4.0,copywriting,Costa Rica,intermediate,full_time,verified
2742,35.39,6.7,4.78,56,86.0,4.9,1986,51.1,machine_learning,Colombia,basic,full_time,rising_talent
2743,16.64,0.9,3.77,13,68.2,30.1,848,18.8,graphic_design,Peru,basic,full_time,top_rated
2744,33.91,4.4,4.52,44,87.3,8.7,1566,51.2,copywriting,Mexico,basic,full_time,rising_talent
2745,28.91,4.6,3.12,37,71.3,51.6,1034,19.5,machine_learning,Peru,advanced,weekends,none
2746,35.27,5.1,4.4,39,87.8,5.3,801,34.1,graphic_design,Chile,intermediate,full_time,none
2747,28.18,5.5,4.41,81,85.6,7.3,1876,36.1,customer_support,Chile,basic,full_time,none
2748,14.1,1.5,4.2,13,73.1,20.9,640,6.1,copywriting,Colombia,intermediate,limited,rising_talent
2749,29.67,3.1,4.31,71,93.3,7.0,1661,34.5,data_analysis,Chile,basic,full_time,top_rated
2750,17.16,0.9,4.2,15,78.1,35.1,973,22.4,mobile_development,Peru,intermediate,part_time,expert_vetted
2751,78.71,8.1,4.79,149,98.9,7.9,3254,74.9,copywriting,Argentina,advanced,full_time,rising_talent
2752,14.31,0.8,4.01,17,65.3,30.0,1403,17.1,graphic_design,Colombia,advanced,part_time,none
2753,75.25,13.1,4.73,231,90.3,5.9,4697,52.3,machine_learning,Peru,advanced,limited,top_rated
2754,146.37,8.9,3.04,27,77.7,73.23,1631,0.3,web_development,Guatemala,advanced,part_time,none
2755,15.53,1.6,3.86,34,81.9,33.9,899,20.1,mobile_development,Guatemala,intermediate,part_time,verified
2756,18.69,1.7,3.65,11,69.7,36.9,319,12.7,copywriting,Chile,basic,weekends,rising_talent
2757,54.66,1.5,2.8,91,74.5,42.5,3482,2.7,digital_marketing,Colombia,advanced,full_time,none
2758,56.89,11.7,4.88,279,92.0,5.1,6573,84.8,digital_marketing,Peru,intermediate,part_time,top_rated
2759,82.32,14.5,4.74,348,95.0,4.2,9154,88.3,machine_learning,Argentina,advanced,weekends,none
2760,36.57,3.1,4.39,96,88.8,5.7,2107,42.9,web_development,Chile,basic,full_time,none
2761,77.6,8.5,4.84,340,96.2,6.1,5690,44.8,data_analysis,Mexico,advanced,full_time,none
2762,32.83,4.3,4.51,93,92.3,6.5,2369,25.3,machine_learning,Colombia,advanced,weekends,expert_vetted
2763,33.5,3.1,4.73,109,84.6,3.3,1405,17.2,web_development,Mexico,advanced,full_time,verified
2764,40.28,9.9,3.34,92,49.8,67.0,3485,2.6,copywriting,Costa Rica,intermediate,full_time,top_rated
2765,34.99,3.1,4.26,113,91.1,4.4,2088,46.2,graphic_design,Chile,advanced,limited,none
2766,20.93,3.5,4.75,39,90.0,3.5,1169,50.9,digital_marketing,Costa Rica,basic,limited,rising_talent
2767,32.11,3.6,4.37,86,88.8,9.0,1516,24.7,mobile_development,Peru,intermediate,full_time,top_rated
2768,16.06,8.1,2.87,96,67.8,40.5,3085,5.3,data_analysis,Guatemala,advanced,weekends,none
2769,52.84,7.1,4.91,324,98.8,4.2,6945,50.7,graphic_design,El Salvador,intermediate,limited,none
2770,23.47,5.0,4.53,74,94.3,7.7,1872,44.0,customer_support,Colombia,advanced,part_time,expert_vetted
2771,25.6,3.2,4.31,70,85.7,11.3,1735,28.6,copywriting,Colombia,advanced,full_time,expert_vetted
2772,31.38,4.1,4.27,114,86.4,3.5,3760,41.7,web_development,Costa Rica,advanced,full_time,none
2773,9.46,1.2,3.61,35,79.8,42.5,873,10.4,graphic_design,Colombia,advanced,limited,top_rated
2774,21.03,0.5,3.57,30,84.5,43.8,354,18.5,machine_learning,El Salvador,advanced,full_time,verified
2775,8.72,0.8,4.06,1,84.9,29.8,262,15.9,machine_learning,Chile,intermediate,limited,none
2776,39.39,4.6,4.77,93,90.2,12.3,3312,31.7,customer_support,El Salvador,intermediate,limited,none
2777,71.98,8.5,4.92,292,96.3,2.1,9689,43.4,web_development,Guatemala,advanced,part_time,none
2778,12.85,3.9,3.82,43,47.0,67.0,1767,19.9,copywriting,El Salvador,intermediate,full_time,top_rated
2779,77.02,10.3,4.64,97,95.0,2.7,2844,83.3,mobile_development,Peru,advanced,part_time,none
2780,18.41,0.8,4.02,12,69.6,40.8,633,17.9,copywriting,Peru,advanced,part_time,none
2781,24.48,5.8,4.36,51,86.7,14.8,1744,26.3,graphic_design,El Salvador,advanced,part_time,none
2782,20.64,0.1,3.97,5,66.0,24.5,942,20.0,digital_marketing,Chile,intermediate,part_time,none
2783,22.0,2.7,3.84,14,70.6,23.9,959,8.4,customer_support,Guatemala,advanced,full_time,none
2784,88.79,9.2,4.86,196,99.5,7.0,3005,44.8,copywriting,Guatemala,intermediate,full_time,top_rated
2785,24.24,3.2,4.73,43,93.5,15.9,694,28.4,digital_marketing,Guatemala,native,limited,verified
2786,129.25,7.4,2.73,119,99.6,97.48,3337,70.6,graphic_design,Argentina,intermediate,full_time,none
2787,34.06,6.6,4.8,53,85.1,7.8,1522,29.3,data_analysis,Colombia,advanced,weekends,top_rated
2788,59.85,13.3,4.83,101,90.4,3.4,2260,58.0,mobile_development,Guatemala,intermediate,limited,expert_vetted
2789,29.71,5.3,4.37,63,85.5,14.5,1892,29.8,copywriting,Costa Rica,advanced,full_time,rising_talent
2790,39.13,5.5,4.65,107,87.6,10.0,4121,30.9,graphic_design,Colombia,intermediate,part_time,none
2791,8.86,0.7,3.56,7,85.0,41.4,971,21.6,mobile_development,Costa Rica,advanced,full_time,none
2792,85.15,13.8,4.99,155,98.3,7.8,1946,47.7,mobile_development,Colombia,advanced,full_time,verified
2793,58.48,12.7,4.65,227,99.3,3.1,3067,47.3,mobile_development,Guatemala,basic,full_time,rising_talent
2794,8.38,0.6,3.9,11,77.5,35.5,706,8.1,customer_support,Mexico,advanced,part_time,none
2795,12.52,1.1,4.07,32,87.9,17.0,1121,8.5,customer_support,Costa Rica,intermediate,limited,top_rated
2796,49.0,8.8,3.35,51,52.1,21.7,884,5.5,web_development,Guatemala,intermediate,limited,none
2797,14.79,0.6,3.61,22,74.7,41.9,1418,5.8,mobile_development,Costa Rica,intermediate,part_time,none
2798,33.63,4.9,4.47,83,84.7,12.4,2943,22.3,data_analysis,Chile,intermediate,full_time,none
2799,52.68,8.7,3.04,97,71.0,28.6,2888,18.8,copywriting,Guatemala,intermediate,full_time,none
2800,37.63,6.7,4.69,30,94.3,11.9,725,54.9,graphic_design,Colombia,advanced,part_time,rising_talent
2801,36.88,5.1,4.69,97,85.1,12.2,1974,51.2,machine_learning,Colombia,advanced,full_time,none
2802,67.95,7.9,4.97,255,95.5,6.7,4000,84.2,customer_support,Peru,advanced,part_time,verified
2803,12.93,3.2,2.84,86,69.6,36.4,1541,9.6,graphic_design,Peru,advanced,full_time,none
2804,79.05,7.1,4.79,295,98.7,1.5,6671,61.8,machine_learning,El Salvador,intermediate,full_time,rising_talent
2805,16.68,0.8,3.72,24,86.9,24.5,1276,10.4,graphic_design,Colombia,intermediate,limited,verified
2806,10.42,2.5,4.11,24,83.5,34.1,371,18.3,web_development,Peru,intermediate,full_time,top_rated
2807,18.14,6.9,3.33,87,61.7,60.4,3682,18.7,copywriting,Costa Rica,intermediate,part_time,none
2808,53.53,9.3,4.91,181,99.8,2.1,5228,61.5,graphic_design,Costa Rica,advanced,part_time,none
2809,41.91,9.2,3.81,31,60.8,36.6,529,17.8,web_development,Mexico,intermediate,weekends,none
2810,20.74,1.9,4.3,24,70.5,46.8,669,3.8,graphic_design,Costa Rica,intermediate,full_time,none
2811,30.87,5.6,4.6,62,85.9,9.6,1231,40.1,web_development,El Salvador,intermediate,full_time,rising_talent
2812,50.46,9.4,4.94,228,95.2,1.1,7732,59.6,data_analysis,El Salvador,intermediate,full_time,none
2813,16.18,2.5,4.09,4,75.1,36.5,702,17.8,graphic_design,Guatemala,intermediate,full_time,none
2814,24.43,9.0,2.9,14,46.9,20.2,219,16.9,copywriting,Peru,advanced,part_time,none
2815,31.39,4.3,4.43,26,92.8,8.8,666,47.4,mobile_development,Peru,native,full_time,none
2816,26.65,3.5,4.47,31,91.6,3.8,686,46.1,data_analysis,Mexico,basic,full_time,none
2817,87.3,9.0,4.9,178,92.6,1.3,6064,45.3,digital_marketing,El Salvador,intermediate,part_time,none
2818,46.8,8.6,4.96,175,91.5,4.1,4774,56.1,copywriting,Colombia,intermediate,part_time,top_rated
2819,46.72,11.9,4.87,145,93.2,7.6,1563,80.6,mobile_development,Mexico,advanced,full_time,none
2820,86.87,13.2,4.61,338,91.1,6.8,9968,83.1,graphic_design,Colombia,intermediate,full_time,verified
2821,61.77,11.7,4.96,156,98.0,2.9,4857,49.6,machine_learning,Costa Rica,intermediate,part_time,none
2822,30.64,6.4,3.27,60,74.5,47.6,1377,17.6,graphic_design,Colombia,advanced,full_time,rising_talent
2823,18.3,1.5,3.95,34,70.4,24.6,1246,12.6,graphic_design,Chile,native,full_time,rising_talent
2824,22.08,5.8,4.73,49,92.4,4.3,648,29.2,mobile_development,Costa Rica,intermediate,weekends,none
2825,9.15,2.5,4.33,21,81.9,35.8,1093,10.8,machine_learning,Costa Rica,advanced,limited,verified
2826,11.79,2.0,4.06,12,80.1,35.5,1027,25.0,machine_learning,Guatemala,advanced,full_time,verified
2827,19.43,1.8,4.37,3,74.0,36.7,757,16.8,copywriting,Peru,basic,full_time,top_rated
2828,43.04,5.7,4.23,52,82.6,11.1,2191,22.5,web_development,Peru,native,limited,verified
2829,25.4,1.7,3.49,41,70.6,63.6,1142,5.2,web_development,Colombia,advanced,full_time,top_rated
2830,30.93,1.8,2.94,85,61.7,58.1,2333,18.0,customer_support,Chile,advanced,part_time,rising_talent
2831,14.19,1.7,4.36,6,87.4,39.1,760,12.0,web_development,Chile,intermediate,full_time,top_rated
2832,20.24,1.0,3.9,9,85.5,33.6,675,3.2,web_development,Argentina,native,part_time,none
2833,30.73,6.4,4.73,85,95.3,14.1,1175,45.9,mobile_development,Chile,advanced,limited,top_rated
2834,21.08,1.5,3.97,11,66.3,30.7,701,19.5,data_analysis,Guatemala,basic,part_time,none
2835,33.62,8.6,3.11,17,71.8,39.9,755,11.9,customer_support,Peru,basic,full_time,none
2836,20.32,0.8,3.74,4,71.5,39.8,536,8.6,data_analysis,Costa Rica,native,part_time,rising_talent
2837,41.66,8.9,2.96,18,45.6,32.5,903,13.0,machine_learning,Guatemala,advanced,part_time,top_rated
2838,65.61,12.8,4.83,126,97.1,5.1,2627,59.2,mobile_development,Argentina,advanced,full_time,none
2839,16.49,0.2,3.54,15,77.4,31.1,504,11.4,mobile_development,Argentina,advanced,full_time,verified
2840,36.1,3.1,4.78,32,89.2,8.7,1229,23.9,machine_learning,Argentina,basic,full_time,top_rated
2841,16.01,0.0,3.76,11,79.8,30.4,557,20.3,data_analysis,Peru,basic,limited,expert_vetted
2842,19.4,1.5,4.16,34,86.4,25.5,1985,4.0,copywriting,El Salvador,intermediate,part_time,none
2843,87.38,9.9,4.65,191,95.6,3.3,5073,75.1,digital_marketing,Peru,basic,part_time,top_rated
2844,33.18,6.6,4.65,73,95.7,15.9,1083,39.1,digital_marketing,Costa Rica,native,part_time,rising_talent
2845,94.41,8.5,4.82,194,98.7,3.4,2254,86.8,data_analysis,Guatemala,advanced,full_time,rising_talent
2846,43.6,3.3,4.24,115,92.7,13.4,4841,51.5,copywriting,Mexico,intermediate,full_time,top_rated
2847,57.57,9.2,4.63,186,92.0,4.5,4681,66.0,digital_marketing,Colombia,native,part_time,rising_talent
2848,33.16,3.5,4.69,101,87.0,11.8,2454,41.0,customer_support,El Salvador,advanced,full_time,none
2849,44.3,4.3,4.68,106,90.9,13.6,2434,43.5,mobile_development,Argentina,native,part_time,none
2850,11.93,3.0,4.19,6,84.1,37.9,180,5.4,digital_marketing,Colombia,native,part_time,none
2851,28.55,4.8,4.3,82,91.5,12.7,1778,34.0,machine_learning,Guatemala,basic,full_time,rising_talent
2852,27.66,6.6,4.24,118,90.2,7.3,4520,42.1,copywriting,Costa Rica,advanced,full_time,none
2853,72.84,10.8,4.75,213,90.0,2.6,2754,86.9,data_analysis,Argentina,intermediate,full_time,none
2854,17.06,0.5,4.24,28,87.2,16.9,982,7.1,graphic_design,El Salvador,intermediate,part_time,rising_talent
2855,11.28,0.9,4.07,33,82.4,46.9,1153,7.7,mobile_development,Costa Rica,advanced,full_time,none
2856,87.8,9.1,4.61,211,98.9,4.5,5930,59.9,web_development,Mexico,native,full_time,top_rated
2857,88.69,8.3,4.78,219,98.6,4.6,7404,56.6,customer_support,Mexico,advanced,full_time,rising_talent
2858,17.12,1.9,3.74,2,68.0,32.2,616,17.9,copywriting,Chile,intermediate,weekends,rising_talent
2859,16.61,3.0,3.73,35,82.6,21.5,1585,11.8,web_development,El Salvador,intermediate,weekends,rising_talent
2860,19.49,2.5,3.33,64,48.4,37.0,2412,11.0,data_analysis,Peru,native,part_time,verified
2861,18.37,0.6,4.34,6,70.4,30.0,706,13.4,mobile_development,Mexico,advanced,weekends,none
2862,39.37,3.5,4.3,120,91.4,8.2,3579,44.0,machine_learning,El Salvador,advanced,full_time,verified
2863,9.94,0.9,4.01,12,67.9,28.8,724,17.0,web_development,El Salvador,basic,weekends,none
2864,17.32,1.1,4.05,22,75.5,24.1,1378,6.0,web_development,Guatemala,advanced,part_time,rising_talent
2865,14.18,0.8,3.74,19,76.0,43.1,651,19.4,graphic_design,Colombia,native,full_time,rising_talent
2866,31.12,6.1,4.78,82,93.5,8.7,2335,33.9,data_analysis,Argentina,basic,weekends,verified
2867,26.09,3.8,4.44,62,84.3,7.2,1347,15.3,graphic_design,Mexico,basic,part_time,verified
2868,67.56,13.2,4.84,229,95.8,5.7,7561,57.9,customer_support,Guatemala,intermediate,full_time,top_rated
2869,33.32,5.9,4.42,50,84.6,3.9,1224,25.6,machine_learning,Argentina,advanced,weekends,top_rated
2870,40.09,6.9,4.46,80,85.3,11.2,1629,48.3,data_analysis,Guatemala,advanced,limited,none
2871,13.78,1.3,3.67,9,79.6,24.3,700,18.3,digital_marketing,Colombia,advanced,weekends,rising_talent
2872,19.61,0.8,3.74,14,79.8,40.1,916,9.8,graphic_design,Guatemala,advanced,full_time,top_rated
2873,9.66,0.4,3.52,33,68.5,32.5,1605,13.6,web_development,Mexico,intermediate,part_time,top_rated
2874,93.82,12.0,4.98,330,99.8,1.6,9479,67.9,web_development,Argentina,basic,full_time,verified
2875,21.61,2.0,4.13,27,77.0,13.0,1093,18.1,mobile_development,Argentina,intermediate,limited,top_rated
2876,9.43,2.6,3.61,23,71.1,22.6,1162,16.5,data_analysis,El Salvador,advanced,limited,top_rated
2877,94.64,12.0,4.86,114,92.3,3.0,4431,64.5,graphic_design,Guatemala,native,weekends,expert_vetted
2878,35.86,6.1,4.22,97,95.9,14.6,2246,54.5,data_analysis,Peru,native,weekends,none
2879,45.9,10.1,4.68,233,93.6,6.9,5899,49.8,graphic_design,Guatemala,basic,full_time,none
2880,10.75,0.6,4.07,2,73.3,16.8,371,19.7,web_development,Chile,native,full_time,none
2881,20.37,1.0,3.82,7,80.7,31.7,401,6.8,customer_support,Chile,basic,limited,top_rated
2882,34.17,5.5,4.34,107,92.9,4.0,2996,30.9,web_development,Peru,intermediate,limited,verified
2883,32.61,6.9,4.52,116,82.6,12.0,2808,22.6,graphic_design,Peru,advanced,weekends,rising_talent
2884,32.85,3.8,4.63,94,82.6,9.2,2816,23.6,web_development,Peru,native,weekends,none
2885,60.29,9.8,4.88,313,92.5,4.2,4692,67.6,copywriting,Mexico,native,part_time,none
2886,9.41,2.1,4.14,5,76.4,11.3,461,2.9,data_analysis,Colombia,advanced,full_time,top_rated
2887,20.25,1.7,4.11,11,72.3,43.6,552,18.1,machine_learning,Mexico,intermediate,part_time,none
2888,44.82,8.0,3.97,74,59.7,21.4,2037,16.8,copywriting,Colombia,advanced,part_time,rising_talent
2889,9.35,2.6,3.96,15,68.6,38.5,1033,2.9,graphic_design,Costa Rica,advanced,part_time,none
2890,94.81,11.5,4.81,110,90.0,1.4,3072,75.5,machine_learning,El Salvador,advanced,full_time,expert_vetted
2891,29.75,4.9,4.35,53,89.7,11.4,1247,54.4,digital_marketing,Argentina,intermediate,full_time,none
2892,46.13,10.9,4.86,108,93.1,2.4,3186,73.7,web_development,Peru,advanced,full_time,top_rated
2893,43.36,3.4,3.43,13,59.4,30.5,363,3.0,web_development,El Salvador,intermediate,part_time,verified
2894,47.81,4.4,2.9,49,69.5,66.9,1469,11.5,copywriting,Peru,intermediate,full_time,top_rated
2895,84.5,8.3,4.77,206,96.3,2.0,4860,44.8,digital_marketing,El Salvador,native,full_time,top_rated
2896,10.27,2.7,4.06,30,87.7,24.6,706,19.8,graphic_design,Guatemala,intermediate,full_time,top_rated
2897,94.38,9.0,4.72,274,91.4,3.6,4086,43.0,data_analysis,Argentina,basic,part_time,none
2898,27.56,4.2,4.25,56,88.5,9.2,2286,42.1,copywriting,Colombia,advanced,limited,expert_vetted
2899,17.25,1.3,4.17,30,74.2,45.5,1482,12.9,graphic_design,Peru,intermediate,full_time,top_rated
2900,21.59,4.4,4.71,113,88.1,6.8,3764,39.9,machine_learning,Argentina,intermediate,full_time,none
2901,9.58,0.3,4.28,32,72.2,35.0,463,20.0,data_analysis,Colombia,native,weekends,top_rated
2902,45.41,9.3,4.65,269,99.3,6.1,3938,51.8,data_analysis,Chile,intermediate,part_time,verified
2903,30.55,4.7,3.84,90,60.6,54.6,2401,18.2,data_analysis,Mexico,advanced,full_time,rising_talent
2904,21.7,3.4,4.42,94,94.6,4.7,2336,38.3,copywriting,Costa Rica,basic,full_time,none
2905,24.44,6.4,4.4,90,89.5,15.7,3243,43.5,data_analysis,Chile,intermediate,full_time,none
2906,17.38,1.1,4.12,5,66.6,47.0,410,21.4,web_development,Guatemala,intermediate,full_time,none
2907,26.39,4.1,4.76,81,90.5,5.7,1825,30.6,machine_learning,El Salvador,basic,full_time,none
2908,10.36,1.5,3.9,15,71.8,26.9,1271,8.6,digital_marketing,Peru,advanced,full_time,none
2909,39.62,6.8,3.57,71,48.5,40.4,2948,6.5,copywriting,Chile,advanced,weekends,none
2910,74.86,12.1,4.61,315,96.0,6.0,3306,63.8,copywriting,Peru,native,part_time,none
2911,22.6,6.7,4.26,85,84.4,7.6,2565,22.0,copywriting,Costa Rica,intermediate,part_time,none
2912,39.7,6.7,4.3,38,89.0,6.8,1129,36.3,machine_learning,Chile,native,full_time,rising_talent
2913,123.41,1.5,2.05,10,65.5,99.4,471,8.3,graphic_design,Guatemala,native,weekends,none
2914,14.46,0.1,3.87,15,75.1,24.2,305,3.3,copywriting,Costa Rica,advanced,limited,none
2915,13.24,0.0,4.16,3,74.1,31.6,425,22.9,digital_marketing,Chile,advanced,part_time,none
2916,26.61,3.4,4.65,29,93.1,11.8,1380,16.3,web_development,Chile,basic,weekends,none
2917,16.15,4.3,3.64,64,55.4,50.5,2467,9.5,web_development,Peru,intermediate,full_time,none
2918,19.15,0.8,3.66,3,76.4,11.8,545,8.6,customer_support,Colombia,intermediate,full_time,none
2919,37.69,4.0,3.41,29,69.2,44.3,627,5.9,customer_support,Costa Rica,native,full_time,top_rated
2920,31.36,2.9,3.4,71,46.9,23.6,1942,16.1,graphic_design,Argentina,intermediate,full_time,expert_vetted
2921,14.52,1.0,3.74,34,83.4,25.1,1224,7.6,machine_learning,Chile,intermediate,part_time,none
2922,19.28,1.9,3.67,51,55.7,34.8,1899,9.3,customer_support,Guatemala,basic,weekends,none
2923,38.53,5.5,4.65,29,86.4,11.7,1147,17.9,copywriting,Chile,intermediate,full_time,none
2924,54.92,10.7,4.61,292,94.6,7.2,6442,56.5,graphic_design,Argentina,native,weekends,expert_vetted
2925,17.35,2.3,4.38,26,65.2,30.4,867,22.6,web_development,Costa Rica,intermediate,full_time,none
2926,40.95,5.4,2.89,19,47.5,44.5,636,6.7,customer_support,Colombia,advanced,full_time,none
2927,23.49,3.6,4.73,102,84.0,7.5,2845,36.9,customer_support,Costa Rica,basic,full_time,rising_talent
2928,17.38,2.6,4.34,34,85.7,29.8,1180,21.8,mobile_development,Argentina,native,part_time,top_rated
2929,85.13,10.8,4.69,137,93.5,5.4,3419,49.1,web_development,Guatemala,intermediate,full_time,none
2930,8.69,2.4,3.94,24,65.3,17.7,1268,11.4,web_development,Colombia,advanced,part_time,none
2931,58.24,12.5,4.69,321,92.9,6.8,8230,64.9,graphic_design,Costa Rica,native,full_time,top_rated
2932,26.09,2.4,3.79,99,73.9,51.0,4052,14.6,mobile_development,Colombia,advanced,part_time,top_rated
2933,70.75,13.3,4.85,256,96.1,1.7,3081,85.5,web_development,Guatemala,advanced,full_time,none
2934,10.91,1.2,3.66,10,87.9,39.6,826,9.6,digital_marketing,Colombia,intermediate,part_time,none
2935,80.3,8.4,4.96,132,98.0,8.0,4226,51.9,mobile_development,Colombia,advanced,limited,none
2936,17.86,1.2,4.23,5,74.7,30.8,954,6.0,copywriting,Mexico,intermediate,full_time,none
2937,92.47,14.6,4.93,245,98.4,5.5,8448,60.3,data_analysis,Mexico,intermediate,part_time,verified
2938,67.67,8.5,4.83,124,95.4,7.8,1593,56.5,mobile_development,Costa Rica,advanced,full_time,top_rated
2939,45.87,9.7,3.35,99,73.7,53.0,3896,7.2,data_analysis,Costa Rica,native,full_time,none
2940,10.57,0.6,3.75,20,78.2,31.8,857,20.4,customer_support,Guatemala,advanced,part_time,rising_talent
2941,24.76,1.9,3.3,60,51.5,44.9,2090,9.4,graphic_design,Colombia,basic,part_time,none
2942,16.63,7.4,3.51,66,51.3,45.7,1772,13.4,mobile_development,Chile,intermediate,part_time,none
